annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_celsius,river_discharge_cusecs,soil_moisture_percent,flood
2038.2,1345.9,10.9,66.4,27.8,2267.9,53.8,0
2831.5,2203.9,6.29,84.7,25.3,3351.5,67.9,1
2619.5,1422.2,10.69,78.6,25.6,1925.6,48.7,0
3089.6,2106.7,6.03,81.4,27.1,2630.6,68.2,1
1572.8,816.6,8.77,56.2,28.0,1344.2,43.5,0
2645.9,1255.0,9.66,76.3,26.4,2187.4,46.0,0
2888.0,2029.4,7.48,85.1,27.1,2818.4,71.9,1
1056.8,715.6,11.9,62.9,20.9,1288.0,46.3,0
1430.9,855.4,10.05,71.0,29.7,2207.5,50.2,0
874.5,627.6,9.92,59.1,27.7,730.9,37.2,0
2024.9,1494.0,8.63,62.0,31.0,2140.9,46.1,1
2666.4,1603.9,10.33,68.7,27.0,3073.9,62.9,1
3176.5,1844.4,9.97,83.8,20.0,2792.2,60.6,1
2248.2,1503.2,11.14,64.0,25.6,2167.2,52.8,0
3258.6,2285.2,5.21,80.0,26.2,3707.2,65.3,1
1302.9,774.4,10.37,63.6,30.0,1484.5,42.9,0
1092.8,699.5,13.12,60.1,18.7,1269.8,52.6,0
2163.9,1579.8,10.03,70.1,27.2,2532.4,56.6,0
2449.6,1859.1,8.63,75.7,29.1,2626.4,58.3,1
2178.7,1412.6,6.68,67.6,24.4,1960.5,60.4,1
856.2,265.0,12.71,50.8,27.3,797.1,36.0,0
2142.1,1535.3,9.2,72.9,24.5,2115.8,46.1,1
1352.1,1135.9,11.47,72.8,24.1,1923.0,55.3,0
2635.3,1485.2,10.58,75.6,25.4,2462.8,70.6,1
2438.3,1758.5,8.62,70.2,24.2,2954.0,47.4,0
1589.1,1355.1,10.41,63.6,29.7,2532.2,48.0,0
1866.0,1193.6,10.65,66.6,24.1,1870.3,35.3,0
1511.5,749.1,13.22,71.0,23.4,1586.2,43.6,0
2159.3,1041.9,11.56,69.6,34.1,1950.1,55.5,0
2820.8,1919.0,7.9,79.5,30.8,2997.1,66.6,1
1559.3,810.3,11.56,68.3,19.6,1369.1,53.5,0
2527.6,1744.0,8.58,76.2,23.9,2371.6,67.7,1
1855.3,1240.7,11.07,69.2,28.0,2201.5,63.5,0
1684.6,1046.9,11.48,69.8,28.3,1296.6,56.6,0
2130.4,1326.9,10.6,66.8,21.0,2078.3,52.5,0
1527.1,994.5,13.28,58.8,31.6,977.1,49.0,0
1840.1,920.7,11.95,68.7,30.3,1249.9,42.1,0
1421.4,1176.5,9.61,74.1,28.9,1707.5,50.7,0
3477.1,2129.2,8.34,72.7,32.4,3490.6,70.3,1
2222.9,1193.8,8.47,72.2,28.8,2198.7,51.9,0
1745.2,1177.0,8.96,76.3,28.8,1805.1,60.1,1
2339.1,1497.4,9.89,71.4,33.2,2590.6,56.1,1
2127.0,1464.9,10.28,66.9,31.4,2597.4,51.9,1
2056.4,1319.7,8.18,70.0,23.6,2101.5,49.5,0
2599.2,1824.2,7.59,72.2,29.5,2364.9,68.1,1
2692.4,1972.9,6.69,73.5,24.3,2903.7,58.6,1
1855.2,1128.7,10.04,69.5,29.0,1881.5,50.0,0
1825.7,1451.2,10.97,62.9,28.9,1944.2,65.2,0
2021.2,1195.0,11.58,60.9,21.5,2103.9,54.2,0
703.8,403.9,13.46,59.5,26.5,1088.8,37.1,0
1215.1,586.0,11.98,61.3,28.1,1366.0,40.8,0
3088.5,2231.3,4.61,81.1,25.3,3372.8,65.7,1
3269.2,1913.2,9.96,85.3,28.3,3110.5,60.7,1
2038.1,1187.8,11.43,68.5,30.2,1931.0,51.1,0
2574.8,1524.4,8.22,74.7,26.9,2466.1,60.2,0
2402.3,1365.9,10.96,65.1,27.9,2088.1,61.3,1
4201.3,2268.2,6.39,83.6,32.5,3159.8,73.1,1
2927.7,1785.4,7.87,71.9,28.9,3133.2,71.6,0
2116.9,1339.2,10.63,70.0,27.8,1560.9,64.7,0
1578.9,821.5,10.81,63.4,23.2,1789.9,50.2,0
1155.8,1114.7,10.3,72.4,29.7,1707.2,58.2,0
2332.3,1441.1,9.78,64.2,28.3,2076.3,51.1,0
1708.4,1126.9,10.02,55.9,32.1,1987.1,44.2,0
1275.5,780.9,13.08,62.5,27.2,1029.2,47.7,0
1779.7,1131.0,13.56,69.7,19.7,1668.9,43.2,0
1497.0,1007.3,10.09,66.8,20.2,1504.4,47.1,0
3296.6,2242.9,4.09,85.7,29.9,3237.1,76.7,1
2773.1,1451.7,6.55,73.1,24.7,2073.4,65.7,1
2194.8,1289.7,9.94,66.3,28.7,2592.5,52.7,0
3162.0,2097.5,6.14,66.3,27.5,3661.0,65.4,1
2250.3,1149.2,11.0,66.4,26.3,1329.9,53.5,0
1640.2,937.1,11.68,70.4,26.6,1834.7,41.1,0
3190.0,1809.9,5.81,72.8,23.5,3020.0,62.9,1
2550.3,1404.1,7.01,70.5,26.9,2418.1,56.3,1
1525.8,1120.5,11.24,69.4,24.7,1703.1,50.8,0
2076.3,1536.7,9.44,66.7,25.5,2347.6,59.3,1
1630.8,883.1,11.05,67.8,25.7,1379.4,41.6,0
1301.2,744.9,9.72,71.3,26.1,1305.0,39.6,0
2802.0,1896.3,8.6,74.9,30.7,2507.4,61.1,1
3441.1,2224.4,8.57,73.7,26.5,3246.0,62.0,1
1290.9,845.0,12.25,63.9,31.1,1105.5,47.9,0
2565.9,1368.7,8.6,58.8,33.2,2150.8,61.0,0
1777.1,1068.5,11.06,68.4,30.4,1461.0,54.8,0
1883.4,1226.8,8.35,70.7,29.1,2095.6,51.4,0
1814.9,1222.7,12.0,76.8,28.3,1824.6,48.1,0
1638.4,1182.9,10.69,67.0,30.5,2065.7,56.6,1
2231.5,1394.2,7.12,72.3,27.4,2567.3,60.0,1
1659.9,1116.0,10.36,62.9,30.9,2371.8,52.2,0
2375.8,1518.3,10.0,69.8,29.5,1639.5,68.9,0
2167.3,1453.8,9.05,63.3,25.6,2067.0,57.1,1
2044.7,1327.5,9.61,68.5,30.6,2068.4,53.3,0
1610.1,988.3,9.46,64.3,27.4,1873.5,46.1,0
1825.1,1169.3,11.46,69.3,26.6,1466.5,42.6,0
2691.0,1540.3,8.25,68.7,25.1,2130.7,62.8,0
2525.6,1305.4,6.87,69.7,27.7,2170.9,53.8,0
1564.6,1189.2,9.98,66.3,31.0,2011.9,55.4,1
2264.6,1589.2,10.51,70.7,30.6,2599.7,70.8,0
2688.4,1801.8,7.66,75.1,28.4,2885.4,61.4,1
1114.9,585.6,15.0,61.6,29.4,1333.6,27.0,0
2553.2,1850.7,8.7,79.0,32.1,2871.4,67.6,1
1769.3,1171.1,11.12,67.2,26.4,1980.6,53.0,0
2570.9,1802.6,8.05,73.0,22.5,2952.7,59.4,1
1703.9,672.7,12.37,61.5,32.2,669.1,45.0,0
1026.8,724.4,11.89,59.4,24.9,1868.8,48.3,0
1142.1,620.5,12.22,60.0,24.2,614.3,36.0,0
2231.3,1676.5,9.51,83.5,19.8,2271.8,59.6,1
2368.8,1267.8,8.84,64.3,29.3,2016.7,62.6,1
1612.2,746.9,10.59,61.8,20.5,1635.4,39.7,0
2615.1,1722.5,6.86,71.9,24.0,1754.5,62.7,1
1120.0,881.1,14.76,63.4,29.4,1592.9,30.8,0
2157.0,1162.2,11.44,66.1,29.9,2190.4,42.9,0
1412.8,922.3,12.0,66.5,24.4,1951.2,48.2,0
1776.3,1194.4,8.93,59.5,26.5,1783.8,59.8,0
2230.8,1760.6,9.33,79.4,23.5,2610.5,54.8,0
1640.7,1019.7,11.0,69.3,24.8,1589.8,49.6,0
1950.0,854.2,12.12,58.1,28.1,1450.0,43.8,0
2854.1,1804.1,6.77,63.4,25.0,2445.6,69.5,1
1825.0,1148.6,10.93,62.7,26.0,1669.0,44.2,0
2743.2,1851.7,7.42,74.0,21.1,2944.9,67.3,1
1465.7,1001.8,10.09,78.9,31.5,1791.7,44.9,0
2544.4,1677.5,9.81,76.1,29.0,2744.3,62.8,0
3137.0,1599.0,6.7,63.5,30.2,2562.9,60.4,0
593.4,621.9,13.52,58.4,32.2,1488.6,40.1,0
1682.0,1003.5,12.26,65.7,23.7,2017.9,51.7,0
2575.1,1902.4,6.55,77.1,25.6,2355.4,65.9,1
2068.0,1388.2,8.56,63.6,19.4,1978.9,55.2,0
2441.2,1876.6,7.63,74.9,39.6,2776.3,63.0,1
1807.4,1259.2,10.7,65.2,26.4,2067.2,54.1,0
2256.3,1399.6,9.52,64.8,31.2,2048.5,57.6,0
2098.8,1449.2,10.22,72.1,22.0,2585.1,51.2,0
2959.1,2043.5,9.98,81.2,31.0,3648.3,66.2,1
2365.4,1362.4,9.13,74.1,34.4,2258.8,49.2,1
2419.4,1514.9,6.75,74.4,26.8,2418.9,58.2,0
1932.3,1172.7,11.84,65.3,23.0,2220.7,48.4,0
1883.1,1401.2,12.27,73.9,26.4,1691.8,60.9,1
1918.8,1145.7,11.29,69.1,18.1,1940.6,55.5,0
2456.4,1457.6,7.9,71.6,26.8,2615.7,51.8,1
1926.4,1302.2,9.93,66.2,30.3,1934.8,54.4,0
2388.4,1468.1,7.82,68.6,26.9,1967.2,61.4,1
3549.0,2220.2,7.64,79.7,25.9,3219.5,70.6,1
2766.2,1727.6,6.49,86.1,29.1,2641.3,58.0,1
1988.1,1378.5,9.38,71.6,29.4,1950.5,49.3,0
2980.8,1828.9,6.64,71.9,20.4,3415.0,69.4,1
1934.8,1283.5,10.38,64.9,27.4,1960.7,59.5,0
875.2,394.0,12.97,56.9,36.7,646.4,36.1,0
1544.7,811.1,12.22,74.8,21.7,1485.8,49.8,0
984.0,593.4,12.81,59.5,26.7,1514.0,23.3,0
1971.5,959.1,9.92,70.0,34.8,1704.1,55.9,0
2212.0,1440.0,10.54,68.9,31.4,2445.7,56.1,0
3289.7,2124.1,6.96,79.5,24.9,2893.6,70.7,1
2412.5,1721.0,7.06,77.8,27.8,3097.6,60.3,0
2057.6,1140.9,14.08,64.6,27.0,2094.6,59.8,0
2739.1,1865.6,8.72,72.2,24.0,3146.3,58.6,1
762.8,815.3,11.71,72.2,26.7,1628.7,54.1,0
2353.1,1204.1,12.61,73.1,25.9,2252.6,55.0,0
2701.1,1851.3,10.82,79.2,27.5,2552.3,68.4,1
1238.9,696.9,12.17,66.6,24.0,1223.7,41.1,0
2943.4,1475.4,9.99,73.4,21.9,2748.3,49.8,0
2420.0,1667.9,7.26,83.3,26.8,3052.8,66.9,1
1930.1,1380.1,9.6,70.3,33.9,1881.0,57.7,0
2611.3,1822.6,7.87,77.8,27.3,2853.2,72.3,1
3676.0,2571.8,5.63,75.9,25.7,3585.5,77.1,1
2318.2,1520.0,9.8,67.5,30.0,2190.9,56.0,1
2361.3,1142.4,11.56,61.5,26.4,2013.4,59.7,0
1901.4,1099.4,11.23,73.4,34.5,2216.6,62.1,0
1647.6,923.7,9.72,52.3,27.0,1790.2,47.4,0
2739.7,1522.4,7.88,69.6,29.8,2307.1,54.0,1
1643.5,1179.0,9.76,52.9,24.0,2128.2,57.0,0
2246.5,1589.4,8.62,68.2,29.0,2378.7,58.3,1
1889.5,1159.4,12.23,65.2,28.1,2072.9,55.3,0
2511.3,1841.6,6.35,82.1,26.8,3220.9,63.0,1
2416.9,1808.7,7.68,76.8,25.0,2137.7,73.3,0
2874.4,1698.0,10.06,69.4,24.4,2861.6,57.6,1
1868.5,1303.0,9.66,74.6,28.1,1667.0,57.3,1
2024.6,1084.8,11.62,67.0,29.5,2224.5,47.4,0
1563.8,1152.4,10.47,67.8,26.5,1749.4,49.9,0
1911.2,1102.5,11.25,61.0,28.1,1512.8,48.2,0
2445.2,1433.4,9.28,65.7,26.8,2500.4,61.3,0
2692.0,1777.2,9.34,70.3,27.4,2830.7,68.8,1
1600.6,1010.1,8.89,66.3,26.2,1462.8,52.3,0
2765.2,2170.3,6.32,79.1,27.1,2836.9,70.0,1
3081.2,2263.2,6.96,87.5,37.8,3272.8,73.3,1
2468.7,1866.9,8.8,77.3,28.2,2472.4,70.4,1
3419.9,1907.4,10.09,62.3,29.6,2565.8,71.3,1
1697.0,1180.2,9.99,69.2,28.8,2009.9,36.0,0
1391.0,919.5,13.77,57.8,25.9,1359.6,45.6,0
1043.8,672.4,11.49,57.5,32.2,1468.5,41.3,0
3172.4,1489.0,11.41,67.2,25.8,2808.3,61.9,1
2625.3,1849.6,9.29,71.9,31.2,2767.4,64.3,1
2163.9,1391.3,8.41,63.3,25.7,2278.1,60.4,1
2382.0,1704.2,9.07,74.7,23.2,3235.7,55.5,1
1468.4,1026.2,11.07,59.2,28.5,1426.5,50.8,0
3789.7,2428.0,6.83,83.3,22.6,3892.4,80.9,1
2284.0,1325.5,9.69,80.7,29.1,2478.2,46.0,0
2271.1,1281.6,9.73,62.4,22.2,2358.3,69.1,1
2671.7,1758.9,10.46,72.8,25.7,3086.1,70.1,1
2512.7,1670.4,8.59,60.7,21.3,2672.2,61.3,0
2345.5,1786.0,9.54,73.0,38.3,2557.6,58.5,1
1686.2,1320.4,9.71,72.7,20.4,2478.8,53.7,0
2506.5,1675.5,11.22,76.9,27.0,2934.3,61.9,0
3423.3,2003.1,6.47,77.3,31.6,3335.5,70.2,1
3074.5,1937.6,6.81,80.6,31.1,2935.4,75.3,1
3235.6,1985.1,9.84,89.4,30.4,2766.5,64.4,1
1867.7,1016.2,10.52,74.7,25.7,1827.6,52.4,0
1556.8,976.5,13.74,63.1,32.4,2003.3,40.6,0
2118.2,1539.7,10.56,64.6,30.7,2731.9,56.4,1
2236.2,1413.2,9.47,68.4,27.8,2137.5,58.8,1
2911.2,1981.9,4.85,71.9,28.0,3072.0,71.3,1
1099.9,813.1,11.92,66.1,25.8,1123.7,40.7,0
3194.2,2366.7,6.28,75.0,23.4,3753.8,71.7,1
2097.3,1322.3,11.79,69.1,31.9,1917.9,63.6,0
1922.5,1019.2,13.56,70.3,32.2,2009.6,56.1,0
1542.1,1012.3,10.18,65.6,23.5,1420.5,50.2,0
1124.3,653.9,13.75,57.4,26.4,1626.8,28.8,0
2735.1,1913.5,8.97,81.8,26.4,2988.4,80.9,1
2247.7,1268.7,11.85,59.5,26.9,1851.5,53.7,0
1361.5,873.9,12.47,62.9,27.3,1799.7,44.5,0
1358.2,906.9,8.69,64.7,30.8,1456.5,43.9,0
1981.7,1153.3,10.44,67.7,24.0,2166.5,53.9,0
3284.9,2169.5,5.13,79.6,23.6,3129.6,73.0,1
2031.3,1245.1,10.03,71.7,31.9,1540.0,59.0,1
1223.0,721.6,13.76,62.7,25.1,1107.3,38.0,0
2040.3,1332.8,10.46,67.7,21.9,2036.8,53.1,0
2022.7,1335.3,11.71,67.6,25.1,2579.6,67.2,1
447.0,268.7,14.51,54.9,25.7,1106.2,36.4,0
2164.7,1560.6,7.2,76.0,33.2,2937.9,58.2,1
2049.9,1323.6,6.26,66.2,30.7,2650.6,49.2,1
2652.5,1897.0,8.11,80.0,31.6,2710.8,68.6,1
3401.8,2495.0,5.32,82.4,30.3,3562.2,83.0,1
2932.3,1981.0,6.11,74.1,30.8,2852.9,72.4,1
2025.2,1726.2,5.98,77.0,24.2,2456.3,60.8,1
1480.8,855.4,10.69,60.7,26.2,1016.8,48.2,0
3872.7,2648.3,4.78,87.2,23.0,3806.0,89.7,1
2238.5,1409.5,10.71,71.5,26.2,1876.2,62.9,0
2209.1,1428.6,9.93,67.6,29.7,2275.5,52.1,1
2184.3,1488.9,11.83,73.9,27.5,2995.9,42.6,0
2328.8,1767.5,6.82,77.1,32.2,2556.5,64.9,1
2106.2,1344.3,11.28,75.5,22.4,2238.8,60.0,0
1827.1,1330.9,10.08,74.4,29.0,2435.7,48.4,0
1844.5,1078.4,12.0,69.3,22.0,1932.1,50.2,0
2178.7,1621.2,8.27,67.1,27.4,2614.2,58.8,1
1846.8,981.2,12.93,78.0,30.0,1617.8,49.0,0
1736.7,765.5,12.57,56.4,26.1,1387.3,41.1,0
2269.2,1249.6,9.29,73.4,29.2,1774.0,61.2,0
2034.3,1309.0,10.07,71.5,23.2,2390.1,55.4,0
3177.6,2255.7,6.18,73.8,20.3,2797.2,67.0,1
476.9,409.1,14.2,58.9,29.2,1302.7,43.2,0
2909.5,2070.3,5.47,77.3,34.0,2666.8,61.2,1
3010.0,1609.7,8.92,79.1,23.0,2800.9,67.9,1
852.3,537.7,13.58,57.3,31.9,1065.9,46.0,0
1977.3,1455.6,9.59,69.6,27.2,1950.0,65.6,0
1958.6,1063.3,13.03,54.9,21.7,2002.9,49.0,0
1285.1,912.8,12.74,73.7,22.5,1919.6,44.1,0
1694.4,1151.3,10.67,62.2,27.1,1807.7,52.1,0
1478.1,1103.0,11.19,68.7,25.4,2094.9,50.2,0
3339.0,2367.0,6.57,80.4,21.7,2773.3,70.5,1
2808.2,1899.4,8.48,75.3,20.2,2478.1,62.3,1
3026.5,1907.4,5.11,79.9,23.6,3272.0,63.6,1
2669.1,1776.6,7.89,82.8,27.8,2653.6,56.3,1
1466.1,923.6,9.31,66.4,27.0,1095.9,51.4,0
1859.1,1100.8,12.79,70.3,25.0,1666.4,50.3,0
2518.1,1942.7,7.62,77.9,27.8,2651.4,64.6,1
1405.6,618.8,12.39,66.9,31.2,1223.7,34.9,0
2663.4,1550.6,10.53,69.6,28.6,2327.0,52.1,0
2043.8,1608.3,9.6,78.0,26.5,2564.0,71.8,1
1956.4,1419.0,7.99,76.1,30.7,2253.0,52.8,0
2662.1,1559.6,9.04,77.5,23.2,2857.5,62.9,1
2488.8,1817.3,7.68,71.6,26.1,2898.9,65.0,1
1965.4,1344.9,7.34,68.9,26.2,2318.5,38.6,1
2953.6,2274.8,5.43,81.1,22.1,3693.1,83.4,1
1497.3,1052.6,10.78,59.7,25.3,1699.1,53.8,0
2600.4,1870.6,7.81,83.4,18.7,2459.7,60.5,1
2585.5,1991.5,5.31,76.7,34.6,3351.5,67.2,1
1998.8,1224.3,12.14,69.8,23.3,2071.2,46.1,0
2412.0,1458.6,9.38,68.1,33.3,2365.0,68.3,1
1386.8,965.7,11.44,58.9,27.2,1517.1,42.7,0
2800.6,1832.2,8.73,72.0,29.3,2605.2,61.2,1
2079.8,1644.1,7.65,74.1,25.0,2809.2,56.5,1
1860.2,1152.0,11.36,71.0,27.8,2235.3,52.1,0
2881.9,1556.0,8.61,72.8,29.6,2680.1,67.4,1
1742.2,1030.8,9.79,68.0,29.7,2026.4,60.1,1
1284.5,911.5,12.44,63.3,30.1,1810.1,44.7,0
1188.2,932.1,13.74,67.7,25.5,1704.6,49.7,0
2593.9,1379.4,10.91,77.5,25.1,2171.6,56.4,1
1367.7,981.4,12.7,69.3,20.6,2089.8,42.5,0
3340.6,2285.3,5.65,84.0,29.1,3244.6,87.4,1
846.7,517.4,10.66,62.1,31.3,1257.8,47.9,0
3302.7,2182.4,9.05,71.4,33.5,2986.7,72.1,1
2337.2,1533.1,12.33,66.5,28.2,2218.5,68.2,0
2137.1,1350.4,12.25,72.0,23.9,2117.1,62.6,0
1845.8,1065.0,10.5,66.6,20.2,1590.1,50.5,0
2459.4,1445.6,7.85,73.0,31.2,2546.4,59.1,0
2175.5,1263.0,8.67,77.2,19.8,1674.4,62.8,1
2917.1,2287.9,3.89,83.7,25.6,3389.7,67.2,1
2274.2,1526.0,9.12,78.0,26.1,2447.2,68.7,0
2297.7,1312.5,12.49,69.8,26.7,1597.4,53.3,0
1963.7,1565.0,8.92,68.1,27.1,2323.9,68.5,0
2163.0,1455.4,10.0,70.6,27.6,2395.9,57.3,0
2400.1,1736.2,10.55,70.0,17.3,2798.8,64.6,1
1088.4,688.6,11.81,70.3,27.1,1299.4,42.7,0
1323.7,905.3,14.66,68.9,18.1,1834.6,43.8,0
2683.1,1520.6,12.29,74.2,29.9,2367.9,56.9,0
2311.1,1649.4,8.62,79.2,24.8,2565.8,69.2,1
2080.4,1519.3,8.44,61.5,18.4,2474.6,44.6,1
2212.0,1559.1,10.2,75.0,23.7,2727.0,51.8,0
2425.9,1433.2,9.1,64.1,24.7,2088.8,52.5,0
1849.2,1096.9,9.15,67.0,31.8,1725.1,44.1,0
1694.1,894.5,13.57,63.2,27.8,1417.5,55.8,0
2327.3,1403.6,11.56,73.7,28.4,2154.8,63.9,0
1564.1,1044.7,11.32,67.6,31.7,2233.7,53.1,0
2465.4,1492.5,7.51,78.0,26.6,2537.4,54.2,1
1093.3,740.4,10.38,60.1,30.0,1086.2,51.9,0
2869.0,1850.6,8.22,78.8,29.7,2633.1,55.2,1
2507.2,1601.4,8.25,73.3,21.9,2613.6,72.9,0
2366.4,1269.6,9.73,60.7,32.9,1815.0,49.7,0
2838.7,1638.8,10.39,68.3,21.3,2330.9,59.2,0
3282.6,1782.2,9.42,73.7,30.7,3131.2,60.8,1
2859.3,1910.9,9.9,81.5,20.9,2704.6,59.4,1
1003.4,487.4,11.69,62.6,29.4,1395.6,50.7,0
1368.3,957.6,10.89,59.6,34.4,2073.6,52.7,0
1793.9,1410.8,10.85,69.7,26.1,2043.4,63.7,0
2217.0,1476.0,10.14,81.2,26.0,2078.0,50.3,1
2536.5,1466.2,11.8,71.6,29.4,2249.9,58.6,0
1728.3,1087.8,11.55,65.3,25.7,1533.2,53.5,0
2321.4,1712.2,11.35,76.2,34.3,2676.6,63.7,1
1709.0,1061.1,11.83,70.4,27.8,1764.7,42.9,0
1802.5,1385.3,11.4,67.9,25.7,2339.8,62.4,0
1285.7,607.5,12.24,64.2,24.8,1678.5,42.1,0
1599.9,904.3,11.63,63.2,23.3,1875.6,41.2,0
1321.4,837.2,13.23,67.8,24.5,1693.3,34.6,0
1565.7,1103.4,13.28,67.9,25.6,1289.4,54.3,0
2884.9,1812.0,9.3,77.2,25.0,2898.0,78.7,1
1582.9,1146.7,10.58,63.7,24.4,2450.2,45.4,0
3911.0,2641.0,7.16,79.8,35.4,2898.0,80.5,1
2520.7,1842.3,4.8,79.9,22.9,3009.7,71.2,1
2320.1,1756.4,6.28,73.8,27.6,2647.7,55.3,0
1642.1,1048.2,12.09,67.9,29.4,1555.3,46.8,0
2655.2,1638.1,8.88,71.4,29.5,2788.0,55.6,1
1825.8,1509.1,10.25,76.0,26.8,2899.3,64.2,1
2279.3,1182.7,10.66,64.9,26.0,2210.9,60.1,0
3864.1,2444.4,6.69,81.1,28.8,3444.2,76.8,1
2137.6,1739.1,7.26,78.0,28.1,2390.8,57.6,0
2947.0,1673.9,9.58,79.2,26.0,2635.8,58.7,1
1742.9,860.9,13.26,61.8,20.8,1838.1,42.4,0
2177.3,1293.9,11.98,79.0,25.1,2001.2,48.4,0
3351.0,2353.2,9.2,82.3,22.4,3354.3,73.5,1
1792.5,1389.4,10.16,65.0,24.3,3083.3,59.5,0
3378.1,2318.1,6.72,82.2,27.1,3721.2,76.4,1
2660.0,1493.9,7.11,69.4,28.4,2712.5,58.0,1
1834.4,1149.4,9.89,69.7,34.1,1498.6,51.9,0
2611.1,1963.8,7.35,76.3,24.9,2742.5,66.3,1
2832.2,1666.2,10.33,73.6,30.1,2605.2,53.5,1
2604.2,1651.5,7.89,68.5,28.2,2264.0,61.9,1
1179.4,812.8,13.15,68.8,32.2,1996.1,41.7,0
1727.4,1229.3,10.39,62.7,29.3,2459.7,45.0,0
2039.1,1379.3,9.56,64.5,23.0,2064.1,58.1,1
2151.6,1583.6,9.43,74.2,20.1,3014.6,56.0,1
2603.4,1671.9,8.14,81.3,28.2,2588.5,62.7,1
2315.5,1706.5,7.96,71.9,24.9,3410.0,67.1,1
1332.0,910.2,9.03,68.5,23.1,1681.2,41.4,0
2447.1,1692.1,8.28,78.9,21.9,2787.9,62.3,1
2596.9,1885.2,7.21,79.7,27.6,3276.5,54.5,1
2563.9,1434.6,8.85,69.1,33.0,2676.6,66.1,1
2902.5,1703.2,9.24,68.2,25.4,2782.2,53.8,1
2742.0,2103.6,8.1,67.0,29.4,3087.1,66.4,1
2498.5,1632.5,9.23,71.5,26.6,2694.9,68.6,1
2154.4,1339.9,11.47,75.5,21.8,1930.1,53.7,1
1120.4,558.1,13.77,55.5,29.9,1243.2,33.3,0
2479.3,1700.7,8.18,77.1,22.6,2293.1,66.2,1
2335.0,1483.9,8.74,66.5,27.1,1820.6,62.0,0
2376.5,1491.2,9.88,71.8,25.6,2379.2,54.2,1
1370.1,820.2,12.78,67.5,30.6,1903.9,42.2,0
1497.3,1057.8,13.13,63.3,22.8,2100.0,47.2,0
2884.5,1532.7,11.04,72.6,28.6,2391.3,57.5,1
2174.3,1389.3,8.98,68.1,23.6,2760.8,44.7,0
2643.0,1700.5,8.47,77.1,25.0,2454.9,60.8,1
2218.4,1158.1,11.66,68.8,12.5,1372.3,62.4,0
2219.3,1384.5,11.41,70.4,35.4,1575.9,50.6,1
2809.9,2245.9,7.99,87.4,29.2,2953.1,68.6,1
1864.6,1090.2,10.82,70.2,23.9,2107.7,43.3,0
2262.5,1720.6,6.67,70.4,22.5,2460.3,65.9,1
1899.5,1367.0,8.38,69.5,25.0,2347.1,62.9,1
1917.6,1359.7,10.31,69.5,29.9,2693.6,62.6,0
1999.0,1225.2,10.92,68.8,19.4,1701.4,45.5,0
2344.4,1631.7,7.23,85.5,26.4,2683.2,63.6,0
1888.8,1197.0,10.58,69.9,34.1,2158.0,61.0,0
3016.2,1817.8,9.13,64.7,22.5,2514.0,67.1,0
1618.5,751.9,10.45,60.5,27.3,1846.2,47.0,0
2078.5,1385.8,11.46,60.5,35.8,2145.9,53.2,0
1914.2,1062.9,10.45,65.0,29.5,1713.5,51.3,0
3140.5,1864.6,9.89,65.5,27.5,3464.2,72.4,1
2327.8,1282.6,9.39,64.7,29.0,2260.1,56.0,1
2870.7,2234.2,5.08,71.8,25.4,3570.4,64.4,1
1234.4,1000.3,10.56,67.9,32.2,2156.8,46.0,0
2373.6,1564.8,8.99,72.1,25.4,2260.8,66.6,1
2778.3,1968.5,7.04,78.0,19.2,3335.6,68.9,1
2253.5,1418.3,9.36,70.0,25.4,2122.3,57.3,1
2892.6,2267.6,7.0,72.8,23.1,3171.1,69.2,1
1863.8,1072.4,10.72,69.3,25.9,1758.9,57.2,0
3116.1,2054.2,7.2,87.1,26.0,2881.1,78.5,1
3694.3,2780.1,2.01,87.5,31.8,4221.8,89.7,1
1964.2,1488.5,10.01,69.2,29.8,2440.7,66.6,0
1910.4,1174.7,10.46,60.7,28.1,1821.0,49.9,0
3144.7,2197.8,9.17,74.5,27.0,3449.7,68.2,1
3226.7,2321.4,4.89,82.7,22.8,3319.2,72.6,1
1860.1,1083.9,8.22,72.2,18.3,1756.4,50.6,1
1926.9,1025.2,12.08,67.5,27.5,1796.0,57.8,0
2016.8,1350.0,10.46,73.8,30.2,2326.6,62.3,1
1326.1,616.7,11.17,65.3,26.6,1387.8,44.8,0
1602.9,1139.8,8.43,70.0,24.9,1815.8,42.8,0
1547.3,721.8,14.6,59.6,28.9,1656.4,33.4,0
1700.9,1202.3,12.61,69.0,26.7,1936.2,54.0,0
2177.5,1304.9,6.38,65.0,33.7,1934.7,59.7,0
2352.2,1562.3,8.45,72.2,31.9,2012.5,58.8,0
3207.8,2180.4,9.32,80.5,30.8,3520.4,82.4,1
1551.1,973.3,10.64,74.0,30.0,1720.4,41.8,0
2839.8,2374.1,5.36,74.4,21.8,3530.9,67.3,1
2060.9,1486.6,9.0,73.7,29.7,2672.0,53.9,0
2167.8,1425.1,7.97,78.0,28.5,2138.1,52.5,0
2638.6,1710.6,6.03,77.5,29.4,2225.9,65.2,1
1470.2,968.0,12.95,69.8,29.0,1730.9,45.6,0
2448.6,1725.6,5.76,76.8,28.8,2749.4,53.1,1
2308.2,1574.8,9.47,78.7,37.8,2389.6,64.9,1
2520.1,1434.1,10.95,65.2,26.7,2734.7,46.3,0
